store_id,region,store_format,date,sales_usd,inventory_turnover,foot_traffic
STORE_4082,East,Express,2024-09-27,21660.74,4.7,1424
STORE_4083,West,Online,2024-03-05,33822.83,2.9,0
STORE_4084,North,Express,2024-05-30,43629.28,3.3,855
STORE_4085,East,Online,2024-01-15,15903.27,3.0,0
STORE_4086,West,Hypermarket,2024-02-06,39041.36,2.8,572
STORE_4087,North,Hypermarket,2024-03-31,25572.08,5.6,575
STORE_4088,West,Online,2024-05-04,44260.82,2.2,0
STORE_4089,North,Express,2024-01-22,13350.29,5.5,1708
STORE_4090,East,Online,2024-02-29,42657.95,5.2,0
STORE_4091,South,Express,2024-02-01,42026.84,5.2,1263
STORE_4092,West,Online,2024-12-18,13920.27,3.8,0
STORE_4093,East,Express,2024-12-11,40944.5,4.5,686
STORE_4094,East,Express,2024-06-30,25452.68,3.1,1523
STORE_4095,East,Hypermarket,2024-05-07,11143.44,6.0,1517
STORE_4096,North,Express,2024-09-21,12298.24,2.6,1872
STORE_4097,South,Online,2024-12-04,15194.44,2.7,0
STORE_4098,West,Express,2024-08-27,46871.81,2.6,1441
STORE_4099,South,Hypermarket,2024-04-27,30791.13,4.5,1132
STORE_4100,South,Hypermarket,2024-02-02,29398.51,4.5,1914
STORE_4101,East,Hypermarket,2024-08-25,38650.94,5.6,838
STORE_4102,South,Online,2024-02-27,42802.62,4.2,0
STORE_4103,West,Online,2024-05-14,47823.83,2.0,0
STORE_4104,South,Express,2024-06-03,42902.73,2.9,785
STORE_4105,East,Hypermarket,2024-08-03,29800.94,5.3,1866
STORE_4106,South,Hypermarket,2024-05-27,38978.98,4.2,1594
STORE_4107,East,Hypermarket,2024-04-09,21822.13,2.9,653
STORE_4108,South,Hypermarket,2024-08-25,22177.87,3.0,1144
STORE_4109,South,Hypermarket,2024-12-09,28819.49,3.6,1912
STORE_4110,North,Hypermarket,2024-04-23,43070.32,4.1,631
STORE_4111,South,Hypermarket,2024-06-20,35764.39,4.6,1858
STORE_4112,South,Online,2024-04-21,20397.02,5.1,0
STORE_4113,East,Express,2024-12-16,47904.49,3.3,1558
STORE_4114,South,Express,2024-09-03,40832.33,5.1,1585
STORE_4115,East,Hypermarket,2024-09-15,49445.51,4.4,1093
STORE_4116,East,Express,2024-11-20,38934.64,2.0,696
STORE_4117,South,Express,2024-09-21,12367.77,3.8,1983
STORE_4118,South,Hypermarket,2024-03-18,26998.85,5.2,600
STORE_4119,East,Online,2024-09-28,41969.25,2.0,0
STORE_4120,East,Express,2024-07-14,38080.7,3.3,1260
STORE_4121,East,Express,2024-08-20,19744.07,3.1,1607
STORE_4122,West,Express,2024-04-14,20082.18,4.1,1297
STORE_4123,South,Hypermarket,2024-01-24,23803.79,4.4,882
STORE_4124,South,Online,2024-07-11,23473.15,3.6,0
STORE_4125,West,Express,2024-06-03,42893.91,2.6,1306
STORE_4126,South,Online,2024-10-20,26752.67,5.4,0
STORE_4127,South,Express,2024-09-08,33317.92,4.3,1264
STORE_4128,North,Online,2024-01-08,18551.67,4.7,0
STORE_4129,West,Express,2024-05-21,41583.84,4.5,1055
STORE_4130,East,Hypermarket,2024-11-18,43301.26,2.6,1791
STORE_4131,West,Express,2024-12-10,35071.31,2.2,1015
STORE_4132,West,Hypermarket,2024-12-31,14041.42,2.4,1252
STORE_4133,West,Express,2024-05-27,10419.26,4.7,1102
STORE_4134,West,Hypermarket,2024-11-17,41671.95,4.1,1446
STORE_4135,South,Hypermarket,2024-03-22,34484.54,3.7,963
STORE_4136,South,Online,2024-04-03,20535.18,5.8,0
STORE_4137,North,Online,2024-01-29,10495.7,3.6,0
STORE_4138,East,Online,2024-04-15,39273.93,3.5,0
STORE_4139,East,Online,2024-01-21,19417.61,2.1,0
STORE_4140,West,Express,2024-01-17,32578.38,5.8,1601
STORE_4141,East,Hypermarket,2024-09-04,28408.59,4.6,989
STORE_4142,North,Express,2024-07-24,47118.47,5.2,1318
STORE_4143,East,Express,2024-05-14,48728.96,4.3,1628
STORE_4144,West,Hypermarket,2024-02-20,26121.05,3.6,1304
STORE_4145,South,Online,2024-01-06,35832.31,2.9,0
STORE_4146,North,Hypermarket,2024-08-13,42325.26,2.7,1324
STORE_4147,West,Express,2024-09-05,20501.85,3.7,1540
STORE_4148,West,Online,2024-02-13,15604.31,5.8,0
STORE_4149,West,Express,2024-11-22,33371.29,5.8,1668
STORE_4150,South,Hypermarket,2024-05-29,30919.86,2.7,1970
STORE_4151,West,Express,2024-08-07,36823.64,3.3,1329
STORE_4152,North,Hypermarket,2024-05-25,22622.87,2.8,509
STORE_4153,East,Express,2024-09-27,45216.69,2.7,1025
STORE_4154,West,Online,2024-12-10,27998.23,3.2,0
STORE_4155,West,Hypermarket,2024-04-24,23509.15,4.3,922
STORE_4156,East,Express,2024-06-09,13394.88,2.4,936
STORE_4157,North,Online,2024-03-30,20404.79,6.0,0
STORE_4158,South,Express,2024-04-18,33560.35,4.8,853
STORE_4159,East,Express,2024-07-19,27192.56,4.0,655
STORE_4160,South,Online,2024-06-25,21213.32,4.4,0
STORE_4161,South,Online,2024-05-05,31023.73,4.5,0
STORE_4162,North,Hypermarket,2024-09-26,19354.63,4.0,1616
STORE_4163,West,Online,2024-04-26,43323.22,2.6,0
STORE_4164,East,Hypermarket,2024-09-20,29379.14,5.5,1563
STORE_4165,North,Online,2024-05-29,13548.89,3.9,0
STORE_4166,North,Hypermarket,2024-07-22,37821.68,5.3,1425
STORE_4167,North,Online,2024-05-05,44140.74,5.6,0
STORE_4168,East,Hypermarket,2024-02-26,32934.77,4.5,1400
STORE_4169,South,Online,2024-07-23,41341.89,2.9,0
STORE_4170,East,Express,2024-12-25,33195.43,5.2,1124
STORE_4171,West,Express,2024-09-02,14452.59,5.3,1812
STORE_4172,North,Hypermarket,2024-08-11,18428.05,6.0,1257
STORE_4173,South,Express,2024-12-03,39022.48,5.5,1951
STORE_4174,East,Hypermarket,2024-09-08,46559.02,3.9,1018
STORE_4175,North,Hypermarket,2024-02-28,49826.82,2.2,1276
STORE_4176,South,Online,2024-09-17,38265.75,3.8,0
STORE_4177,North,Hypermarket,2024-11-13,35701.97,5.6,1405
STORE_4178,North,Hypermarket,2024-12-19,20106.6,4.6,1286
STORE_4179,West,Express,2024-06-08,13620.5,5.2,1013
STORE_4180,North,Hypermarket,2024-10-09,30903.48,5.3,1587
STORE_4181,South,Hypermarket,2024-01-15,36320.52,4.9,1382
STORE_4182,South,Online,2024-11-10,34066.38,2.1,0
STORE_4183,South,Online,2024-05-03,10554.22,5.5,0
STORE_4184,East,Online,2024-04-03,21777.4,2.3,0
STORE_4185,North,Hypermarket,2024-12-16,21878.5,3.9,767
STORE_4186,East,Hypermarket,2024-02-19,47329.33,4.4,860
STORE_4187,East,Hypermarket,2024-07-22,28865.27,5.1,1332
STORE_4188,North,Hypermarket,2024-10-21,49012.25,3.6,1424
STORE_4189,South,Online,2024-05-12,35716.95,3.5,0
STORE_4190,East,Hypermarket,2024-02-03,46472.41,2.4,546
STORE_4191,West,Online,2024-08-04,42267.43,2.1,0
STORE_4192,East,Online,2024-04-23,47252.56,3.4,0
STORE_4193,West,Hypermarket,2024-01-24,16260.67,2.8,929
STORE_4194,South,Express,2024-10-26,12948.26,4.2,817
STORE_4195,East,Online,2024-02-20,16207.75,4.5,0
STORE_4196,South,Online,2024-08-27,27243.19,2.9,0
STORE_4197,East,Online,2024-02-28,42842.7,2.5,0
STORE_4198,South,Online,2024-12-30,43255.06,3.1,0
STORE_4199,West,Express,2024-11-09,18141.8,2.2,1487
STORE_4200,East,Express,2024-04-25,39805.41,3.7,1565
STORE_4201,East,Online,2024-12-07,14577.16,3.6,0
STORE_4202,West,Hypermarket,2024-03-09,46592.47,3.0,1437
STORE_4203,North,Online,2024-10-22,49754.11,2.4,0
STORE_4204,West,Online,2024-01-31,30906.76,4.7,0
STORE_4205,North,Express,2024-04-24,25860.93,4.3,1889
STORE_4206,North,Online,2024-04-27,24788.71,2.3,0
STORE_4207,West,Express,2024-10-29,30486.71,3.7,517
STORE_4208,East,Online,2024-02-04,33478.89,4.3,0
STORE_4209,South,Online,2024-08-17,13892.77,5.3,0
STORE_4210,South,Express,2024-03-16,24240.36,5.2,1135
STORE_4211,South,Express,2024-03-03,45196.28,3.3,1595
STORE_4212,East,Online,2024-01-20,43995.39,3.1,0
STORE_4213,West,Express,2024-12-24,47204.78,5.6,1322
STORE_4214,North,Express,2024-11-08,45662.14,5.0,1831
STORE_4215,South,Express,2024-09-03,12749.86,3.9,528
STORE_4216,West,Hypermarket,2024-08-30,48492.57,4.4,604
STORE_4217,West,Hypermarket,2024-06-25,14931.53,5.3,1463
STORE_4218,North,Online,2024-06-30,13550.13,2.2,0
STORE_4219,East,Hypermarket,2024-10-18,25493.04,3.8,1109
STORE_4220,East,Online,2024-07-13,40116.97,3.4,0
STORE_4221,North,Online,2024-05-01,14166.45,4.3,0
STORE_4222,West,Express,2024-12-15,16255.45,2.2,1386
STORE_4223,West,Online,2024-02-22,15864.49,4.7,0
STORE_4224,West,Express,2024-08-10,44567.8,2.4,526
STORE_4225,East,Online,2024-03-20,34559.11,3.0,0
STORE_4226,North,Express,2024-06-20,24069.23,2.0,899
STORE_4227,East,Online,2024-09-20,39497.98,3.2,0
STORE_4228,West,Hypermarket,2024-10-27,18301.64,4.7,1493
STORE_4229,West,Hypermarket,2024-08-11,15461.33,5.9,594
STORE_4230,South,Online,2024-06-04,15938.46,4.5,0
STORE_4231,East,Hypermarket,2024-03-14,24072.59,2.8,643
STORE_4232,North,Express,2024-05-15,15173.36,5.0,1831
STORE_4233,East,Hypermarket,2024-06-03,47873.12,3.0,1310
STORE_4234,North,Online,2024-05-23,15385.61,3.8,0
STORE_4235,South,Hypermarket,2024-06-29,10391.13,4.7,569
STORE_4236,West,Express,2024-07-19,25490.02,2.3,1025
STORE_4237,East,Express,2024-01-01,42622.97,5.2,1365
STORE_4238,West,Hypermarket,2024-01-13,33781.27,5.0,521
STORE_4239,North,Online,2024-06-23,20412.84,4.3,0
STORE_4240,South,Hypermarket,2024-08-21,44424.08,5.1,862
STORE_4241,West,Online,2024-03-04,22849.8,2.2,0
STORE_4242,North,Hypermarket,2024-11-02,28207.06,5.6,1029
STORE_4243,West,Online,2024-08-09,29458.85,3.0,0
STORE_4244,North,Express,2024-07-17,24993.4,4.0,1476
STORE_4245,North,Express,2024-07-18,11615.8,5.3,1075
STORE_4246,West,Hypermarket,2024-11-28,40669.72,2.7,1999
STORE_4247,East,Express,2024-08-01,24568.93,2.6,1958
STORE_4248,South,Express,2024-07-01,25797.05,6.0,779
STORE_4249,North,Express,2024-01-13,22115.81,2.4,955
STORE_4250,South,Express,2024-07-25,30745.99,4.3,1832
STORE_4251,East,Express,2024-06-06,35693.7,4.5,944
STORE_4252,North,Online,2024-07-27,11300.62,6.0,0
STORE_4253,North,Online,2024-07-11,48406.17,3.6,0
STORE_4254,West,Hypermarket,2024-12-10,23762.98,4.6,1548
STORE_4255,North,Express,2024-08-08,26496.07,5.9,1888
STORE_4256,South,Express,2024-09-17,18370.25,2.6,1838
STORE_4257,North,Express,2024-11-08,42012.7,4.4,1263
STORE_4258,West,Hypermarket,2024-02-27,20596.22,3.6,1305
STORE_4259,West,Online,2024-05-29,28481.77,5.4,0
STORE_4260,West,Hypermarket,2024-04-15,31823.25,2.8,1201
STORE_4261,South,Hypermarket,2024-06-07,12917.12,2.3,1591
STORE_4262,East,Express,2024-03-01,14667.69,5.6,681
STORE_4263,South,Express,2024-05-20,42392.08,4.1,1127
STORE_4264,North,Hypermarket,2024-03-02,45353.85,3.6,1936
STORE_4265,South,Hypermarket,2024-10-23,11934.64,2.7,1719
STORE_4266,West,Express,2024-11-28,40510.58,2.6,1481
STORE_4267,North,Hypermarket,2024-05-14,23774.66,3.4,1902
STORE_4268,North,Express,2024-11-13,13380.36,2.9,1210
STORE_4269,West,Express,2024-04-17,10381.67,3.9,607
STORE_4270,North,Hypermarket,2024-11-23,19123.26,3.0,923
STORE_4271,South,Express,2024-04-12,46660.86,2.5,1387
STORE_4272,South,Online,2024-08-08,40026.3,5.3,0
STORE_4273,East,Online,2024-03-13,39219.56,4.5,0
STORE_4274,West,Express,2024-12-02,24151.84,2.0,1375
STORE_4275,North,Express,2024-02-12,18861.96,5.4,663
STORE_4276,South,Express,2024-09-08,11884.82,2.2,1405
STORE_4277,West,Hypermarket,2024-08-25,16942.05,4.9,789
STORE_4278,North,Online,2024-03-05,49959.92,2.0,0
STORE_4279,North,Express,2024-11-12,15327.16,3.8,1806
STORE_4280,South,Hypermarket,2024-05-10,29337.4,4.8,1858
STORE_4281,East,Express,2024-04-30,17083.8,5.5,1266
STORE_4282,East,Online,2024-07-26,23486.33,5.6,0
STORE_4283,West,Express,2024-04-19,26969.33,4.2,1009
STORE_4284,South,Express,2024-06-27,21867.74,3.1,540
STORE_4285,North,Hypermarket,2024-01-21,21016.84,2.7,545
STORE_4286,East,Hypermarket,2024-03-13,40769.52,3.6,1191
STORE_4287,East,Express,2024-05-13,49639.71,4.3,930
STORE_4288,South,Express,2024-11-09,34896.3,4.9,1235
STORE_4289,South,Hypermarket,2024-05-31,44675.36,2.4,787
STORE_4290,West,Express,2024-09-08,14704.26,5.0,892
STORE_4291,East,Hypermarket,2024-12-14,17960.46,4.8,714
STORE_4292,North,Online,2024-05-04,42892.75,5.1,0
STORE_4293,South,Express,2024-04-20,35077.29,4.2,937
STORE_4294,West,Express,2024-04-10,17654.26,2.4,809
STORE_4295,East,Express,2024-08-15,11194.38,5.0,1689
STORE_4296,West,Express,2024-01-06,33855.8,2.9,1805
STORE_4297,South,Express,2024-11-25,39318.0,5.2,636
STORE_4298,South,Express,2024-08-29,31844.19,2.4,1530
STORE_4299,North,Hypermarket,2024-12-20,36144.31,2.5,1330
STORE_4300,West,Express,2024-04-17,32908.99,4.2,1755
STORE_4301,North,Express,2024-01-14,13788.23,3.5,650
STORE_4302,West,Hypermarket,2024-06-26,22205.13,4.2,1186
STORE_4303,East,Express,2024-08-29,40165.33,5.5,1478
STORE_4304,East,Express,2024-09-20,16004.67,2.3,1045
STORE_4305,East,Express,2024-02-05,45702.2,4.1,604
STORE_4306,West,Hypermarket,2024-06-29,40102.29,3.4,1291
STORE_4307,South,Express,2024-09-06,19354.77,2.2,1286
STORE_4308,East,Hypermarket,2024-01-29,42516.11,2.4,621
STORE_4309,North,Online,2024-01-30,13068.68,4.9,0
STORE_4310,South,Express,2024-03-28,24222.81,2.4,921
STORE_4311,South,Express,2024-11-08,14036.63,5.0,898
STORE_4312,North,Hypermarket,2024-08-02,12359.74,3.8,994
STORE_4313,East,Online,2024-03-03,25784.9,2.8,0
STORE_4314,North,Online,2024-09-14,33007.85,2.5,0
STORE_4315,South,Express,2024-07-02,12019.67,2.7,1084
STORE_4316,South,Express,2024-02-08,37544.8,2.9,1002
STORE_4317,West,Express,2024-08-09,42515.03,4.3,635
STORE_4318,West,Hypermarket,2024-05-30,12002.72,5.2,676
STORE_4319,East,Online,2024-04-22,31604.33,4.6,0
STORE_4320,West,Express,2024-02-03,40401.05,4.8,1028
STORE_4321,East,Express,2024-05-15,43831.82,5.1,877
STORE_4322,South,Hypermarket,2024-12-07,49187.17,4.7,702
STORE_4323,East,Hypermarket,2024-12-30,43252.77,2.5,1006
STORE_4324,North,Online,2024-09-28,39642.97,2.5,0
STORE_4325,North,Express,2024-07-13,35370.21,6.0,1519
STORE_4326,East,Online,2024-11-04,20383.5,3.4,0
STORE_4327,North,Online,2024-10-21,21707.58,5.2,0
STORE_4328,West,Online,2024-11-02,47516.93,3.5,0
STORE_4329,South,Express,2024-06-09,37247.36,2.7,828
STORE_4330,East,Express,2024-08-12,17950.32,2.7,765
STORE_4331,South,Online,2024-03-14,47336.27,5.7,0
STORE_4332,North,Hypermarket,2024-03-06,26025.23,3.7,1337
STORE_4333,East,Hypermarket,2024-01-03,11759.49,4.5,1575
STORE_4334,North,Online,2024-04-07,14222.32,5.5,0
STORE_4335,South,Hypermarket,2024-11-26,37082.03,3.2,523
STORE_4336,South,Express,2024-10-01,40326.03,2.5,1013
STORE_4337,West,Online,2024-10-12,15524.0,4.5,0
STORE_4338,West,Hypermarket,2024-10-31,37448.37,3.8,1470
STORE_4339,East,Express,2024-07-21,11875.64,5.3,1666
STORE_4340,South,Online,2024-09-21,26110.55,3.3,0
STORE_4341,North,Hypermarket,2024-04-23,44853.49,3.2,1471
STORE_4342,East,Online,2024-02-13,26913.75,4.5,0
STORE_4343,North,Online,2024-01-16,24786.92,4.9,0
STORE_4344,East,Hypermarket,2024-04-21,35690.31,3.0,1573
STORE_4345,West,Online,2024-11-15,19049.91,2.9,0
STORE_4346,North,Hypermarket,2024-09-30,44563.07,5.0,1049
STORE_4347,North,Express,2024-08-07,41279.34,3.8,1231
STORE_4348,West,Express,2024-08-04,29666.21,3.8,598
STORE_4349,East,Express,2024-05-18,42484.17,2.7,753
STORE_4350,South,Online,2024-08-30,21115.16,5.6,0
STORE_4351,South,Hypermarket,2024-03-04,25181.5,5.2,1766
STORE_4352,North,Online,2024-01-10,44579.96,3.0,0
STORE_4353,East,Online,2024-07-01,26681.0,4.8,0
STORE_4354,South,Express,2024-12-20,34306.02,4.7,1487
STORE_4355,South,Express,2024-12-11,29632.58,5.8,612
STORE_4356,East,Express,2024-01-31,42997.46,4.9,745
STORE_4357,North,Express,2024-02-09,44852.11,2.5,1995
STORE_4358,North,Online,2024-06-08,25576.3,2.2,0
STORE_4359,North,Online,2024-02-01,15103.03,4.7,0
STORE_4360,East,Express,2024-12-13,27736.36,4.2,1165
STORE_4361,West,Hypermarket,2024-06-14,40288.05,2.4,1957
STORE_4362,West,Online,2024-06-28,43464.07,4.1,0
STORE_4363,South,Hypermarket,2024-12-31,18635.45,5.8,842
STORE_4364,North,Online,2024-02-12,25996.5,5.8,0
STORE_4365,West,Express,2024-12-29,38876.03,4.0,1390
STORE_4366,South,Online,2024-10-15,34069.99,2.6,0
STORE_4367,East,Express,2024-01-21,16713.57,5.6,1144
STORE_4368,East,Hypermarket,2024-03-17,19666.7,2.9,832
STORE_4369,South,Hypermarket,2024-01-14,20572.53,3.2,1887
STORE_4370,West,Express,2024-03-22,25628.16,5.0,1129
STORE_4371,West,Online,2024-10-23,30683.0,2.9,0
STORE_4372,South,Express,2024-07-11,39140.6,3.0,1795
STORE_4373,West,Online,2024-09-22,46753.04,4.8,0
STORE_4374,East,Online,2024-05-18,39581.75,3.8,0
STORE_4375,East,Hypermarket,2024-05-22,19267.96,3.4,1907
STORE_4376,South,Hypermarket,2024-02-13,42125.04,3.3,1732
STORE_4377,East,Online,2024-09-21,26239.74,4.0,0
STORE_4378,West,Hypermarket,2024-10-26,37997.59,4.3,818
STORE_4379,West,Online,2024-01-09,44638.8,2.0,0
STORE_4380,East,Express,2024-01-26,46937.7,5.6,1966
STORE_4381,South,Express,2024-07-06,29261.72,4.3,1372
STORE_4382,South,Hypermarket,2024-11-30,31751.76,4.3,732
STORE_4383,North,Hypermarket,2024-03-12,29959.48,2.6,823
STORE_4384,West,Express,2024-03-12,32173.19,4.2,1493
STORE_4385,West,Express,2024-12-14,29606.6,2.2,1352
STORE_4386,North,Hypermarket,2024-05-25,29783.21,2.1,1369
STORE_4387,East,Hypermarket,2024-07-15,48690.14,4.6,1597
STORE_4388,East,Hypermarket,2024-06-21,44531.23,5.7,1129
STORE_4389,North,Express,2024-02-24,28592.09,4.7,704
STORE_4390,North,Hypermarket,2024-12-10,38689.47,5.3,1140
STORE_4391,East,Hypermarket,2024-08-02,25315.54,5.9,1619
STORE_4392,West,Hypermarket,2024-01-07,13983.78,2.4,1596
STORE_4393,West,Express,2024-11-21,41056.59,2.5,739
STORE_4394,South,Online,2024-07-14,26601.82,5.7,0
STORE_4395,South,Hypermarket,2024-07-11,22547.15,2.7,1370
STORE_4396,North,Hypermarket,2024-04-25,20448.96,2.6,936
STORE_4397,North,Express,2024-06-27,35644.16,5.0,1593
STORE_4398,West,Online,2024-05-17,11514.66,5.2,0
STORE_4399,West,Express,2024-12-17,30851.64,2.9,1017
STORE_4400,West,Express,2024-01-07,34803.53,3.1,1856
STORE_4401,South,Hypermarket,2024-02-09,47417.5,2.9,965
STORE_4402,North,Express,2024-10-11,33219.0,5.6,724
STORE_4403,East,Hypermarket,2024-08-06,31098.33,2.7,1599
STORE_4404,East,Hypermarket,2024-01-09,26760.09,5.1,1599
STORE_4405,East,Express,2024-05-11,16398.57,2.6,939
STORE_4406,North,Express,2024-07-08,39740.26,5.7,1969
STORE_4407,South,Express,2024-11-22,45583.95,4.2,1281
STORE_4408,West,Express,2024-03-20,25002.75,6.0,1101
STORE_4409,South,Online,2024-02-08,35157.37,5.6,0
STORE_4410,South,Hypermarket,2024-12-05,14846.64,5.7,1318
STORE_4411,South,Express,2024-03-15,36918.5,4.4,1460
STORE_4412,East,Express,2024-01-04,17499.43,2.8,1005
STORE_4413,West,Online,2024-12-30,41569.28,3.7,0
STORE_4414,South,Express,2024-12-14,21458.93,5.3,1704
STORE_4415,East,Hypermarket,2024-10-08,34412.36,2.4,1074
STORE_4416,South,Hypermarket,2024-01-11,40747.16,5.6,873
STORE_4417,East,Hypermarket,2024-07-26,44079.16,5.4,1309
STORE_4418,South,Hypermarket,2024-10-06,30625.08,5.3,1011
STORE_4419,East,Online,2024-04-05,20986.1,5.2,0
STORE_4420,East,Express,2024-05-23,35501.14,2.3,867
STORE_4421,South,Express,2024-09-22,49048.32,3.7,1282
STORE_4422,East,Express,2024-05-06,26433.27,5.4,1805
STORE_4423,North,Online,2024-07-27,17213.91,5.3,0
STORE_4424,North,Express,2024-05-04,13361.72,5.6,804
STORE_4425,South,Express,2024-10-03,22055.05,3.9,1104
STORE_4426,West,Hypermarket,2024-08-21,48433.32,4.8,1635
STORE_4427,East,Online,2024-10-18,35066.39,6.0,0
STORE_4428,West,Online,2024-03-13,18954.19,5.8,0
STORE_4429,West,Online,2024-04-10,33221.87,5.2,0
STORE_4430,North,Hypermarket,2024-12-11,18724.95,3.8,526
STORE_4431,East,Online,2024-10-06,32263.64,2.5,0
STORE_4432,East,Express,2024-03-26,15629.76,3.6,970
STORE_4433,North,Express,2024-06-07,35805.14,4.9,1356
STORE_4434,South,Hypermarket,2024-02-09,48294.75,3.3,1011
STORE_4435,South,Hypermarket,2024-01-11,23897.96,2.5,685
STORE_4436,East,Online,2024-09-26,44905.05,4.5,0
STORE_4437,North,Online,2024-11-06,16987.3,3.8,0
STORE_4438,West,Hypermarket,2024-11-16,28105.81,5.8,1857
STORE_4439,West,Online,2024-01-16,47864.25,5.7,0
STORE_4440,West,Hypermarket,2024-06-03,31715.89,2.2,568
STORE_4441,South,Online,2024-11-24,30664.92,2.4,0
STORE_4442,South,Hypermarket,2024-06-16,48249.75,2.4,510
STORE_4443,South,Hypermarket,2024-06-20,36575.75,5.9,1770
STORE_4444,West,Hypermarket,2024-02-10,37446.07,2.3,676
STORE_4445,East,Online,2024-11-30,17872.85,5.0,0
STORE_4446,East,Online,2024-09-16,49867.8,4.0,0
STORE_4447,West,Express,2024-05-26,27632.07,6.0,610
STORE_4448,West,Hypermarket,2024-01-01,37894.69,2.7,1285
STORE_4449,South,Express,2024-04-22,10002.11,4.9,1175
STORE_4450,East,Hypermarket,2024-10-29,13083.17,4.6,1351
STORE_4451,West,Express,2024-07-11,23218.14,5.9,1825
STORE_4452,North,Express,2024-01-30,34412.68,2.2,894
STORE_4453,East,Express,2024-07-13,34140.57,4.6,1715
STORE_4454,South,Online,2024-07-05,26112.56,4.9,0
STORE_4455,South,Online,2024-05-23,21524.15,5.8,0
STORE_4456,North,Hypermarket,2024-04-07,17119.24,4.8,1587
STORE_4457,South,Hypermarket,2024-12-14,22828.69,3.7,546
STORE_4458,South,Express,2024-11-23,13761.47,4.7,1948
STORE_4459,West,Express,2024-05-22,11830.53,5.5,992
STORE_4460,West,Hypermarket,2024-01-22,19267.29,4.3,735
STORE_4461,North,Online,2024-07-04,14297.02,4.0,0
STORE_4462,East,Express,2024-10-16,31755.8,2.8,677
STORE_4463,South,Online,2024-09-12,46717.94,4.0,0
STORE_4464,West,Hypermarket,2024-04-07,26043.22,5.3,602
STORE_4465,West,Hypermarket,2024-04-08,36497.13,2.6,1253
STORE_4466,South,Hypermarket,2024-05-29,34890.85,5.8,1592
STORE_4467,North,Hypermarket,2024-10-23,46672.37,2.5,1028
STORE_4468,West,Online,2024-02-20,10621.81,2.4,0
STORE_4469,North,Express,2024-05-30,46365.13,4.3,925
STORE_4470,North,Express,2024-06-28,38929.68,3.3,893
STORE_4471,West,Hypermarket,2024-12-25,29724.07,4.4,1188
STORE_4472,North,Hypermarket,2024-07-09,37530.78,2.1,1983
STORE_4473,North,Express,2024-04-13,11000.38,3.2,1767
STORE_4474,South,Online,2024-02-29,19101.93,3.5,0
STORE_4475,South,Express,2024-07-13,28171.27,5.3,1690
STORE_4476,West,Hypermarket,2024-09-26,49268.09,3.5,594
STORE_4477,West,Express,2024-02-10,44525.47,4.3,656
STORE_4478,North,Express,2024-07-15,21880.81,5.2,851
STORE_4479,West,Express,2024-04-18,32238.29,2.5,1953
STORE_4480,East,Hypermarket,2024-07-21,46167.48,4.6,1423
STORE_4481,West,Express,2024-09-27,44543.64,5.6,1572
STORE_4482,North,Express,2024-04-12,28192.68,3.2,1400
STORE_4483,South,Online,2024-04-07,22046.65,3.0,0
STORE_4484,West,Hypermarket,2024-06-24,12220.8,3.9,1461
STORE_4485,South,Express,2024-06-12,44541.21,2.7,804
STORE_4486,South,Express,2024-08-31,47808.01,5.9,1828
STORE_4487,West,Express,2024-11-10,10266.27,3.1,1145
STORE_4488,North,Online,2024-06-08,39754.73,2.9,0
STORE_4489,South,Online,2024-01-28,39088.57,4.0,0
STORE_4490,East,Express,2024-12-25,43757.8,3.8,1811
STORE_4491,North,Express,2024-08-22,49349.44,5.5,527
STORE_4492,North,Online,2024-11-16,34590.3,2.6,0
STORE_4493,South,Online,2024-10-18,47891.56,3.7,0
STORE_4494,East,Hypermarket,2024-03-06,45806.63,4.0,1388
STORE_4495,South,Online,2024-07-31,37232.85,5.2,0
STORE_4496,West,Express,2024-08-17,35008.36,2.4,1416
STORE_4497,North,Online,2024-03-29,37137.59,5.7,0
STORE_4498,West,Express,2024-12-07,48298.95,2.3,1761
STORE_4499,South,Online,2024-04-23,24861.61,5.9,0
STORE_4500,West,Hypermarket,2024-06-10,41312.94,2.3,1025
STORE_4501,East,Online,2024-08-08,11326.16,3.4,0
STORE_4502,South,Hypermarket,2024-01-07,45522.21,5.9,1190
STORE_4503,East,Express,2024-07-01,28246.11,3.1,1688
STORE_4504,South,Hypermarket,2024-09-15,25841.45,3.8,1290
STORE_4505,North,Express,2024-10-28,27628.33,4.2,1517
STORE_4506,East,Express,2024-05-11,34074.88,4.5,1788
STORE_4507,East,Online,2024-12-27,21478.52,5.2,0
STORE_4508,East,Express,2024-08-21,19525.81,3.4,782
STORE_4509,East,Online,2024-05-11,48394.82,5.0,0
STORE_4510,North,Online,2024-04-28,43846.12,2.5,0
STORE_4511,East,Express,2024-10-07,16245.49,4.7,1660
STORE_4512,South,Express,2024-05-05,34409.66,2.5,1665
STORE_4513,West,Online,2024-09-18,12957.06,3.2,0
STORE_4514,East,Hypermarket,2024-01-17,34476.53,4.7,887
STORE_4515,East,Hypermarket,2024-10-06,17252.94,3.5,1844
STORE_4516,East,Hypermarket,2024-08-25,42838.76,3.5,1554
STORE_4517,South,Hypermarket,2024-03-17,23291.45,4.2,825
STORE_4518,West,Express,2024-05-11,21739.39,5.2,1696
STORE_4519,South,Express,2024-10-04,32573.54,2.2,679
STORE_4520,South,Online,2024-11-19,28423.56,2.7,0
