alert_id,store_id,sku_id,category,stock_level,threshold,markdown_recommended,date
ALERT_1269,STORE_059,SKU_Cereals_781,Cereals,128,96,True,2024-09-29
ALERT_1270,STORE_043,SKU_Beverages_918,Cereals,326,101,True,2024-05-29
ALERT_1271,STORE_050,SKU_Snacks_217,Beverages,466,97,True,2024-06-02
ALERT_1272,STORE_027,SKU_Cereals_779,Beverages,313,113,True,2024-11-11
ALERT_1273,STORE_044,SKU_Beverages_437,Cereals,98,134,False,2024-08-30
ALERT_1274,STORE_024,SKU_Cereals_904,Beverages,137,146,False,2024-02-03
ALERT_1275,STORE_074,SKU_Snacks_303,Beverages,460,125,True,2024-11-22
ALERT_1276,STORE_098,SKU_Beverages_686,Snacks,387,107,True,2024-12-28
ALERT_1277,STORE_055,SKU_Snacks_444,Beverages,409,131,True,2024-08-17
ALERT_1278,STORE_010,SKU_Beverages_611,Snacks,161,133,True,2024-12-01
ALERT_1279,STORE_026,SKU_Snacks_881,Snacks,417,140,True,2024-07-28
ALERT_1280,STORE_044,SKU_Cereals_711,Snacks,109,115,False,2024-08-01
ALERT_1281,STORE_028,SKU_Cereals_910,Beverages,270,110,True,2024-04-23
ALERT_1282,STORE_082,SKU_Snacks_481,Beverages,418,139,True,2024-03-27
ALERT_1283,STORE_029,SKU_Cereals_844,Cereals,435,108,True,2024-12-20
ALERT_1284,STORE_020,SKU_Beverages_193,Cereals,244,96,True,2024-02-23
ALERT_1285,STORE_055,SKU_Beverages_757,Snacks,89,88,True,2024-01-29
ALERT_1286,STORE_057,SKU_Snacks_452,Beverages,408,116,True,2024-09-07
ALERT_1287,STORE_056,SKU_Beverages_945,Beverages,140,109,True,2024-08-10
ALERT_1288,STORE_033,SKU_Snacks_204,Snacks,137,95,True,2024-11-12
ALERT_1289,STORE_093,SKU_Cereals_505,Beverages,220,121,True,2024-04-02
ALERT_1290,STORE_096,SKU_Snacks_724,Snacks,50,91,False,2024-12-18
ALERT_1291,STORE_007,SKU_Cereals_610,Snacks,475,132,True,2024-04-23
ALERT_1292,STORE_012,SKU_Beverages_478,Cereals,209,130,True,2024-12-31
ALERT_1293,STORE_053,SKU_Beverages_484,Cereals,421,90,True,2024-04-27
ALERT_1294,STORE_011,SKU_Beverages_533,Snacks,308,118,True,2024-09-03
ALERT_1295,STORE_017,SKU_Beverages_697,Cereals,316,109,True,2024-09-19
ALERT_1296,STORE_019,SKU_Snacks_110,Snacks,404,123,True,2024-12-16
ALERT_1297,STORE_028,SKU_Cereals_747,Beverages,121,114,True,2024-02-07
ALERT_1298,STORE_028,SKU_Beverages_367,Cereals,260,95,True,2024-05-16
ALERT_1299,STORE_079,SKU_Cereals_106,Beverages,182,88,True,2024-07-21
ALERT_1300,STORE_079,SKU_Snacks_707,Beverages,192,138,True,2024-01-28
ALERT_1301,STORE_069,SKU_Beverages_391,Beverages,283,118,True,2024-11-14
ALERT_1302,STORE_028,SKU_Cereals_277,Beverages,141,103,True,2024-11-06
ALERT_1303,STORE_034,SKU_Cereals_919,Beverages,292,108,True,2024-11-20
ALERT_1304,STORE_057,SKU_Beverages_507,Snacks,475,92,True,2024-08-07
ALERT_1305,STORE_018,SKU_Beverages_530,Snacks,398,134,True,2024-05-03
ALERT_1306,STORE_043,SKU_Beverages_173,Cereals,77,148,False,2024-07-24
ALERT_1307,STORE_058,SKU_Beverages_467,Snacks,142,99,True,2024-02-23
ALERT_1308,STORE_072,SKU_Snacks_806,Beverages,472,104,True,2024-04-06
ALERT_1309,STORE_055,SKU_Snacks_299,Cereals,214,110,True,2024-01-06
ALERT_1310,STORE_036,SKU_Beverages_346,Cereals,179,150,True,2024-11-25
ALERT_1311,STORE_088,SKU_Cereals_609,Beverages,263,108,True,2024-12-10
ALERT_1312,STORE_001,SKU_Snacks_125,Cereals,62,97,False,2024-08-08
ALERT_1313,STORE_051,SKU_Beverages_955,Snacks,186,125,True,2024-09-05
ALERT_1314,STORE_032,SKU_Snacks_261,Beverages,109,101,True,2024-06-19
ALERT_1315,STORE_048,SKU_Cereals_303,Snacks,269,88,True,2024-01-23
ALERT_1316,STORE_008,SKU_Snacks_249,Snacks,145,132,True,2024-01-22
ALERT_1317,STORE_092,SKU_Snacks_579,Beverages,254,141,True,2024-03-23
ALERT_1318,STORE_013,SKU_Snacks_661,Beverages,442,97,True,2024-10-30
ALERT_1319,STORE_045,SKU_Beverages_365,Cereals,492,99,True,2024-11-19
ALERT_1320,STORE_094,SKU_Snacks_849,Snacks,284,143,True,2024-11-24
ALERT_1321,STORE_056,SKU_Beverages_261,Beverages,157,83,True,2024-11-06
ALERT_1322,STORE_069,SKU_Snacks_145,Cereals,445,128,True,2024-02-03
ALERT_1323,STORE_045,SKU_Snacks_166,Snacks,212,96,True,2024-10-31
ALERT_1324,STORE_059,SKU_Cereals_197,Beverages,133,120,True,2024-10-23
ALERT_1325,STORE_089,SKU_Beverages_452,Snacks,431,91,True,2024-10-10
ALERT_1326,STORE_092,SKU_Snacks_459,Cereals,282,96,True,2024-10-22
ALERT_1327,STORE_016,SKU_Snacks_965,Snacks,267,84,True,2024-10-17
ALERT_1328,STORE_089,SKU_Snacks_478,Snacks,51,96,False,2024-04-02
ALERT_1329,STORE_039,SKU_Snacks_448,Snacks,420,127,True,2024-07-11
ALERT_1330,STORE_027,SKU_Beverages_360,Cereals,429,135,True,2024-06-25
ALERT_1331,STORE_068,SKU_Cereals_568,Beverages,272,133,True,2024-01-26
ALERT_1332,STORE_085,SKU_Snacks_276,Beverages,115,134,False,2024-11-02
ALERT_1333,STORE_017,SKU_Cereals_749,Beverages,377,101,True,2024-06-17
ALERT_1334,STORE_036,SKU_Snacks_872,Beverages,116,91,True,2024-08-11
ALERT_1335,STORE_084,SKU_Snacks_949,Beverages,55,121,False,2024-11-07
ALERT_1336,STORE_093,SKU_Cereals_676,Snacks,100,107,False,2024-09-28
ALERT_1337,STORE_058,SKU_Beverages_993,Snacks,98,113,False,2024-12-14
ALERT_1338,STORE_079,SKU_Beverages_624,Beverages,92,104,False,2024-11-11
ALERT_1339,STORE_061,SKU_Beverages_119,Beverages,189,140,True,2024-09-09
ALERT_1340,STORE_042,SKU_Snacks_268,Snacks,235,116,True,2024-12-19
ALERT_1341,STORE_056,SKU_Snacks_802,Beverages,316,122,True,2024-04-07
ALERT_1342,STORE_027,SKU_Beverages_811,Cereals,343,105,True,2024-04-21
ALERT_1343,STORE_039,SKU_Cereals_635,Cereals,176,87,True,2024-04-11
ALERT_1344,STORE_041,SKU_Cereals_476,Cereals,466,144,True,2024-12-13
ALERT_1345,STORE_078,SKU_Snacks_514,Snacks,74,140,False,2024-02-22
ALERT_1346,STORE_047,SKU_Snacks_174,Snacks,229,104,True,2024-11-14
ALERT_1347,STORE_071,SKU_Cereals_841,Snacks,238,101,True,2024-11-15
ALERT_1348,STORE_061,SKU_Cereals_380,Snacks,362,146,True,2024-06-07
ALERT_1349,STORE_038,SKU_Snacks_129,Cereals,487,150,True,2024-06-01
ALERT_1350,STORE_041,SKU_Beverages_295,Cereals,398,115,True,2024-12-25
ALERT_1351,STORE_026,SKU_Beverages_507,Cereals,413,91,True,2024-08-25
ALERT_1352,STORE_084,SKU_Beverages_801,Snacks,184,104,True,2024-04-19
ALERT_1353,STORE_023,SKU_Snacks_728,Beverages,448,124,True,2024-06-05
ALERT_1354,STORE_082,SKU_Cereals_433,Beverages,147,97,True,2024-06-10
ALERT_1355,STORE_043,SKU_Snacks_953,Beverages,122,107,True,2024-10-08
ALERT_1356,STORE_042,SKU_Snacks_826,Beverages,208,131,True,2024-04-26
ALERT_1357,STORE_099,SKU_Snacks_269,Beverages,73,96,False,2024-12-29
ALERT_1358,STORE_058,SKU_Cereals_694,Cereals,165,141,True,2024-07-02
ALERT_1359,STORE_053,SKU_Beverages_847,Beverages,102,92,True,2024-05-15
ALERT_1360,STORE_074,SKU_Cereals_683,Snacks,459,113,True,2024-05-19
ALERT_1361,STORE_063,SKU_Cereals_287,Snacks,84,126,False,2024-05-14
ALERT_1362,STORE_059,SKU_Beverages_153,Snacks,131,96,True,2024-03-15
ALERT_1363,STORE_063,SKU_Cereals_927,Beverages,469,134,True,2024-11-09
ALERT_1364,STORE_075,SKU_Beverages_841,Snacks,499,121,True,2024-11-17
ALERT_1365,STORE_076,SKU_Beverages_894,Beverages,267,139,True,2024-06-22
ALERT_1366,STORE_035,SKU_Beverages_681,Cereals,294,124,True,2024-02-06
ALERT_1367,STORE_068,SKU_Cereals_351,Beverages,62,116,False,2024-05-30
ALERT_1368,STORE_064,SKU_Beverages_814,Cereals,186,124,True,2024-11-19
ALERT_1369,STORE_016,SKU_Snacks_479,Beverages,106,84,True,2024-02-04
ALERT_1370,STORE_042,SKU_Cereals_491,Snacks,155,133,True,2024-08-28
ALERT_1371,STORE_077,SKU_Cereals_659,Cereals,276,130,True,2024-02-21
ALERT_1372,STORE_073,SKU_Cereals_115,Beverages,301,138,True,2024-12-12
ALERT_1373,STORE_033,SKU_Beverages_562,Cereals,386,128,True,2024-01-03
ALERT_1374,STORE_013,SKU_Cereals_740,Snacks,233,143,True,2024-01-13
ALERT_1375,STORE_020,SKU_Snacks_763,Beverages,344,127,True,2024-09-19
ALERT_1376,STORE_005,SKU_Cereals_734,Beverages,154,93,True,2024-05-31
ALERT_1377,STORE_038,SKU_Cereals_939,Snacks,96,126,False,2024-04-06
ALERT_1378,STORE_081,SKU_Snacks_465,Beverages,423,146,True,2024-11-20
ALERT_1379,STORE_029,SKU_Beverages_227,Snacks,173,120,True,2024-01-23
ALERT_1380,STORE_001,SKU_Beverages_774,Snacks,420,135,True,2024-02-21
ALERT_1381,STORE_065,SKU_Beverages_654,Beverages,150,96,True,2024-01-16
ALERT_1382,STORE_052,SKU_Beverages_423,Snacks,413,129,True,2024-01-14
ALERT_1383,STORE_055,SKU_Snacks_967,Snacks,209,137,True,2024-05-15
ALERT_1384,STORE_023,SKU_Beverages_660,Snacks,354,104,True,2024-05-10
ALERT_1385,STORE_076,SKU_Cereals_509,Snacks,351,131,True,2024-01-27
ALERT_1386,STORE_055,SKU_Beverages_349,Snacks,185,91,True,2024-04-18
ALERT_1387,STORE_015,SKU_Snacks_233,Snacks,413,134,True,2024-02-16
ALERT_1388,STORE_008,SKU_Cereals_350,Cereals,399,146,True,2024-11-08
ALERT_1389,STORE_090,SKU_Snacks_637,Snacks,230,138,True,2024-12-13
ALERT_1390,STORE_058,SKU_Cereals_703,Beverages,275,141,True,2024-09-22
ALERT_1391,STORE_075,SKU_Cereals_175,Cereals,360,145,True,2024-02-19
ALERT_1392,STORE_044,SKU_Cereals_953,Cereals,377,139,True,2024-05-18
ALERT_1393,STORE_061,SKU_Cereals_565,Cereals,456,135,True,2024-08-31
ALERT_1394,STORE_052,SKU_Cereals_433,Snacks,131,120,True,2024-01-16
ALERT_1395,STORE_005,SKU_Cereals_673,Snacks,175,98,True,2024-12-10
ALERT_1396,STORE_033,SKU_Cereals_545,Beverages,139,80,True,2024-01-25
ALERT_1397,STORE_069,SKU_Cereals_571,Snacks,52,140,False,2024-08-21
ALERT_1398,STORE_015,SKU_Beverages_403,Snacks,230,143,True,2024-01-21
ALERT_1399,STORE_089,SKU_Snacks_253,Beverages,399,119,True,2024-04-01
ALERT_1400,STORE_063,SKU_Beverages_195,Cereals,339,123,True,2024-12-19
ALERT_1401,STORE_013,SKU_Snacks_555,Cereals,469,130,True,2024-01-14
ALERT_1402,STORE_038,SKU_Snacks_964,Beverages,262,142,True,2024-09-24
ALERT_1403,STORE_012,SKU_Snacks_651,Snacks,119,104,True,2024-11-17
ALERT_1404,STORE_097,SKU_Snacks_716,Snacks,265,102,True,2024-11-26
ALERT_1405,STORE_031,SKU_Snacks_835,Beverages,478,103,True,2024-11-30
ALERT_1406,STORE_027,SKU_Snacks_179,Beverages,479,116,True,2024-11-05
ALERT_1407,STORE_031,SKU_Snacks_547,Snacks,448,98,True,2024-01-24
ALERT_1408,STORE_053,SKU_Beverages_647,Beverages,424,95,True,2024-05-06
ALERT_1409,STORE_052,SKU_Cereals_897,Snacks,453,140,True,2024-04-15
ALERT_1410,STORE_069,SKU_Snacks_702,Snacks,238,121,True,2024-01-25
ALERT_1411,STORE_071,SKU_Beverages_985,Cereals,392,118,True,2024-06-09
ALERT_1412,STORE_043,SKU_Cereals_258,Beverages,268,125,True,2024-12-20
ALERT_1413,STORE_006,SKU_Snacks_188,Snacks,276,119,True,2024-01-12
ALERT_1414,STORE_083,SKU_Snacks_600,Snacks,473,97,True,2024-12-30
ALERT_1415,STORE_070,SKU_Beverages_127,Beverages,135,96,True,2024-10-12
ALERT_1416,STORE_017,SKU_Cereals_575,Beverages,84,97,False,2024-03-13
ALERT_1417,STORE_024,SKU_Beverages_564,Snacks,465,89,True,2024-09-25
ALERT_1418,STORE_068,SKU_Cereals_429,Snacks,193,114,True,2024-12-26
ALERT_1419,STORE_032,SKU_Beverages_851,Snacks,393,91,True,2024-03-24
ALERT_1420,STORE_080,SKU_Beverages_688,Snacks,280,98,True,2024-01-21
ALERT_1421,STORE_062,SKU_Snacks_469,Snacks,199,97,True,2024-05-29
ALERT_1422,STORE_039,SKU_Beverages_249,Beverages,203,92,True,2024-04-04
ALERT_1423,STORE_081,SKU_Beverages_421,Cereals,136,145,False,2024-02-25
ALERT_1424,STORE_012,SKU_Beverages_828,Cereals,288,141,True,2024-03-21
ALERT_1425,STORE_046,SKU_Snacks_443,Beverages,212,136,True,2024-09-12
ALERT_1426,STORE_035,SKU_Beverages_710,Cereals,110,94,True,2024-06-01
ALERT_1427,STORE_042,SKU_Beverages_526,Snacks,285,124,True,2024-10-07
ALERT_1428,STORE_050,SKU_Snacks_321,Snacks,112,113,False,2024-10-21
ALERT_1429,STORE_059,SKU_Beverages_823,Cereals,399,134,True,2024-05-17
ALERT_1430,STORE_029,SKU_Beverages_631,Cereals,133,111,True,2024-09-25
ALERT_1431,STORE_043,SKU_Beverages_614,Snacks,471,106,True,2024-11-27
ALERT_1432,STORE_010,SKU_Beverages_347,Snacks,269,111,True,2024-10-20
ALERT_1433,STORE_050,SKU_Cereals_387,Beverages,464,126,True,2024-09-25
ALERT_1434,STORE_008,SKU_Cereals_382,Snacks,351,115,True,2024-12-14
ALERT_1435,STORE_084,SKU_Cereals_580,Beverages,493,100,True,2024-07-26
ALERT_1436,STORE_039,SKU_Beverages_502,Cereals,460,97,True,2024-01-03
ALERT_1437,STORE_029,SKU_Snacks_587,Cereals,141,90,True,2024-09-02
ALERT_1438,STORE_010,SKU_Beverages_404,Snacks,138,142,False,2024-02-08
ALERT_1439,STORE_061,SKU_Beverages_830,Cereals,71,87,False,2024-06-22
ALERT_1440,STORE_077,SKU_Beverages_362,Cereals,408,137,True,2024-01-19
ALERT_1441,STORE_026,SKU_Beverages_886,Snacks,456,112,True,2024-01-15
ALERT_1442,STORE_020,SKU_Snacks_400,Cereals,396,142,True,2024-07-04
ALERT_1443,STORE_043,SKU_Snacks_451,Snacks,168,101,True,2024-06-19
ALERT_1444,STORE_065,SKU_Cereals_887,Cereals,318,109,True,2024-08-13
ALERT_1445,STORE_077,SKU_Beverages_641,Beverages,381,95,True,2024-01-08
ALERT_1446,STORE_001,SKU_Cereals_335,Snacks,279,117,True,2024-06-01
ALERT_1447,STORE_071,SKU_Snacks_855,Beverages,100,141,False,2024-10-24
ALERT_1448,STORE_056,SKU_Snacks_845,Snacks,368,137,True,2024-05-03
ALERT_1449,STORE_002,SKU_Cereals_361,Snacks,229,81,True,2024-05-18
ALERT_1450,STORE_059,SKU_Beverages_371,Snacks,227,148,True,2024-12-17
ALERT_1451,STORE_056,SKU_Snacks_254,Cereals,180,134,True,2024-09-13
ALERT_1452,STORE_082,SKU_Beverages_133,Beverages,91,120,False,2024-08-29
ALERT_1453,STORE_057,SKU_Cereals_984,Cereals,56,80,False,2024-02-14
ALERT_1454,STORE_092,SKU_Snacks_214,Cereals,150,89,True,2024-03-23
ALERT_1455,STORE_024,SKU_Cereals_877,Cereals,256,95,True,2024-09-09
ALERT_1456,STORE_011,SKU_Cereals_793,Cereals,348,113,True,2024-03-17
ALERT_1457,STORE_013,SKU_Snacks_531,Beverages,409,142,True,2024-12-27
ALERT_1458,STORE_052,SKU_Snacks_805,Beverages,413,129,True,2024-08-01
ALERT_1459,STORE_077,SKU_Cereals_908,Snacks,315,114,True,2024-01-11
ALERT_1460,STORE_015,SKU_Cereals_714,Beverages,255,142,True,2024-04-15
ALERT_1461,STORE_021,SKU_Snacks_641,Snacks,493,143,True,2024-11-09
ALERT_1462,STORE_018,SKU_Cereals_209,Beverages,145,93,True,2024-04-19
ALERT_1463,STORE_021,SKU_Snacks_290,Snacks,174,127,True,2024-02-08
ALERT_1464,STORE_059,SKU_Snacks_173,Snacks,494,97,True,2024-03-24
ALERT_1465,STORE_029,SKU_Snacks_257,Snacks,145,86,True,2024-11-20
ALERT_1466,STORE_010,SKU_Cereals_352,Beverages,129,147,False,2024-11-08
ALERT_1467,STORE_049,SKU_Beverages_512,Cereals,443,136,True,2024-10-26
ALERT_1468,STORE_090,SKU_Beverages_418,Beverages,204,140,True,2024-05-09
ALERT_1469,STORE_057,SKU_Cereals_841,Cereals,474,142,True,2024-01-02
ALERT_1470,STORE_049,SKU_Snacks_757,Cereals,282,123,True,2024-06-04
ALERT_1471,STORE_063,SKU_Cereals_818,Snacks,481,96,True,2024-05-16
ALERT_1472,STORE_041,SKU_Snacks_611,Cereals,433,95,True,2024-12-22
ALERT_1473,STORE_047,SKU_Beverages_999,Cereals,207,132,True,2024-01-20
ALERT_1474,STORE_064,SKU_Cereals_521,Beverages,390,148,True,2024-09-22
ALERT_1475,STORE_040,SKU_Snacks_327,Snacks,124,141,False,2024-02-01
ALERT_1476,STORE_069,SKU_Beverages_695,Snacks,365,149,True,2024-02-01
ALERT_1477,STORE_014,SKU_Beverages_794,Beverages,368,135,True,2024-01-15
ALERT_1478,STORE_082,SKU_Beverages_155,Beverages,303,111,True,2024-11-07
ALERT_1479,STORE_047,SKU_Beverages_342,Snacks,376,103,True,2024-01-24
ALERT_1480,STORE_079,SKU_Snacks_906,Beverages,431,89,True,2024-04-02
ALERT_1481,STORE_051,SKU_Cereals_139,Cereals,353,112,True,2024-04-17
ALERT_1482,STORE_090,SKU_Snacks_143,Cereals,108,146,False,2024-12-01
ALERT_1483,STORE_008,SKU_Cereals_758,Cereals,169,105,True,2024-11-05
ALERT_1484,STORE_049,SKU_Beverages_557,Cereals,440,109,True,2024-04-21
ALERT_1485,STORE_055,SKU_Cereals_578,Beverages,449,130,True,2024-02-01
ALERT_1486,STORE_061,SKU_Snacks_940,Beverages,425,143,True,2024-09-10
ALERT_1487,STORE_016,SKU_Cereals_647,Beverages,410,125,True,2024-09-20
ALERT_1488,STORE_063,SKU_Beverages_200,Beverages,183,124,True,2024-04-11
ALERT_1489,STORE_033,SKU_Snacks_294,Cereals,81,131,False,2024-08-19
ALERT_1490,STORE_008,SKU_Snacks_827,Cereals,395,124,True,2024-07-16
ALERT_1491,STORE_035,SKU_Cereals_451,Snacks,52,126,False,2024-03-29
ALERT_1492,STORE_032,SKU_Cereals_406,Snacks,499,117,True,2024-01-18
ALERT_1493,STORE_024,SKU_Snacks_456,Beverages,314,116,True,2024-06-30
ALERT_1494,STORE_062,SKU_Cereals_179,Snacks,140,140,False,2024-08-09
ALERT_1495,STORE_095,SKU_Beverages_113,Beverages,256,102,True,2024-05-25
ALERT_1496,STORE_089,SKU_Cereals_227,Cereals,57,131,False,2024-09-12
ALERT_1497,STORE_038,SKU_Beverages_412,Beverages,434,146,True,2024-07-22
ALERT_1498,STORE_058,SKU_Cereals_405,Cereals,295,106,True,2024-01-25
ALERT_1499,STORE_055,SKU_Cereals_234,Snacks,301,85,True,2024-01-09
ALERT_1500,STORE_086,SKU_Snacks_846,Snacks,237,99,True,2024-05-06
ALERT_1501,STORE_020,SKU_Snacks_679,Snacks,311,148,True,2024-04-13
ALERT_1502,STORE_087,SKU_Beverages_466,Snacks,485,88,True,2024-03-29
ALERT_1503,STORE_097,SKU_Cereals_423,Snacks,137,144,False,2024-02-22
ALERT_1504,STORE_018,SKU_Cereals_172,Cereals,331,96,True,2024-01-06
ALERT_1505,STORE_090,SKU_Beverages_860,Beverages,270,148,True,2024-09-22
ALERT_1506,STORE_032,SKU_Cereals_955,Snacks,253,103,True,2024-12-21
ALERT_1507,STORE_012,SKU_Cereals_351,Beverages,420,103,True,2024-09-19
ALERT_1508,STORE_065,SKU_Beverages_924,Beverages,126,138,False,2024-09-17
ALERT_1509,STORE_087,SKU_Cereals_889,Snacks,78,117,False,2024-08-21
ALERT_1510,STORE_017,SKU_Snacks_545,Snacks,122,87,True,2024-11-12
ALERT_1511,STORE_096,SKU_Cereals_726,Snacks,180,99,True,2024-01-29
ALERT_1512,STORE_096,SKU_Cereals_871,Snacks,292,144,True,2024-07-14
ALERT_1513,STORE_024,SKU_Snacks_274,Snacks,484,144,True,2024-03-24
ALERT_1514,STORE_093,SKU_Cereals_192,Snacks,86,137,False,2024-06-13
ALERT_1515,STORE_099,SKU_Beverages_365,Snacks,217,133,True,2024-04-22
ALERT_1516,STORE_071,SKU_Beverages_392,Beverages,58,140,False,2024-11-20
ALERT_1517,STORE_026,SKU_Snacks_990,Cereals,361,107,True,2024-09-03
ALERT_1518,STORE_001,SKU_Snacks_153,Beverages,143,107,True,2024-03-24
ALERT_1519,STORE_062,SKU_Beverages_824,Snacks,485,80,True,2024-04-18
ALERT_1520,STORE_071,SKU_Beverages_505,Beverages,492,105,True,2024-08-30
ALERT_1521,STORE_074,SKU_Beverages_655,Beverages,315,114,True,2024-06-13
ALERT_1522,STORE_094,SKU_Cereals_339,Snacks,219,131,True,2024-09-20
ALERT_1523,STORE_017,SKU_Cereals_681,Cereals,227,83,True,2024-02-11
ALERT_1524,STORE_051,SKU_Beverages_423,Beverages,111,86,True,2024-08-22
ALERT_1525,STORE_036,SKU_Cereals_641,Snacks,261,104,True,2024-12-13
ALERT_1526,STORE_054,SKU_Beverages_917,Cereals,494,139,True,2024-10-18
ALERT_1527,STORE_092,SKU_Cereals_307,Beverages,366,84,True,2024-11-12
ALERT_1528,STORE_060,SKU_Beverages_786,Snacks,241,100,True,2024-08-14
ALERT_1529,STORE_089,SKU_Snacks_173,Cereals,85,134,False,2024-03-16
ALERT_1530,STORE_092,SKU_Cereals_199,Beverages,272,129,True,2024-03-13
ALERT_1531,STORE_081,SKU_Cereals_602,Cereals,446,132,True,2024-07-28
ALERT_1532,STORE_015,SKU_Cereals_439,Snacks,481,104,True,2024-08-28
ALERT_1533,STORE_079,SKU_Beverages_917,Snacks,329,116,True,2024-12-20
ALERT_1534,STORE_060,SKU_Snacks_659,Beverages,392,148,True,2024-12-23
ALERT_1535,STORE_027,SKU_Snacks_167,Cereals,225,136,True,2024-04-07
ALERT_1536,STORE_028,SKU_Cereals_542,Snacks,347,135,True,2024-12-31
ALERT_1537,STORE_085,SKU_Beverages_177,Cereals,146,140,True,2024-04-07
ALERT_1538,STORE_023,SKU_Snacks_911,Cereals,433,137,True,2024-07-08
ALERT_1539,STORE_061,SKU_Snacks_480,Beverages,486,141,True,2024-05-13
ALERT_1540,STORE_081,SKU_Beverages_397,Beverages,481,139,True,2024-09-25
ALERT_1541,STORE_013,SKU_Snacks_176,Beverages,423,98,True,2024-06-22
ALERT_1542,STORE_041,SKU_Beverages_803,Snacks,402,140,True,2024-06-05
ALERT_1543,STORE_065,SKU_Snacks_804,Cereals,110,86,True,2024-09-03
ALERT_1544,STORE_049,SKU_Snacks_572,Cereals,289,119,True,2024-09-18
ALERT_1545,STORE_009,SKU_Beverages_866,Beverages,333,113,True,2024-03-05
ALERT_1546,STORE_036,SKU_Cereals_380,Cereals,500,145,True,2024-06-27
ALERT_1547,STORE_002,SKU_Snacks_377,Snacks,218,139,True,2024-09-04
ALERT_1548,STORE_008,SKU_Beverages_276,Snacks,475,85,True,2024-10-01
ALERT_1549,STORE_028,SKU_Beverages_777,Snacks,500,138,True,2024-02-08
ALERT_1550,STORE_066,SKU_Snacks_322,Beverages,58,100,False,2024-12-19
ALERT_1551,STORE_011,SKU_Cereals_916,Cereals,133,103,True,2024-11-21
ALERT_1552,STORE_043,SKU_Snacks_156,Snacks,298,94,True,2024-07-08
ALERT_1553,STORE_061,SKU_Snacks_380,Cereals,306,147,True,2024-02-07
ALERT_1554,STORE_078,SKU_Cereals_833,Cereals,222,118,True,2024-05-17
ALERT_1555,STORE_071,SKU_Snacks_735,Cereals,372,116,True,2024-10-03
ALERT_1556,STORE_054,SKU_Beverages_109,Snacks,327,146,True,2024-01-22
ALERT_1557,STORE_031,SKU_Cereals_975,Cereals,456,128,True,2024-11-24
ALERT_1558,STORE_078,SKU_Cereals_625,Beverages,104,88,True,2024-10-08
ALERT_1559,STORE_095,SKU_Beverages_908,Beverages,257,127,True,2024-09-24
ALERT_1560,STORE_015,SKU_Cereals_887,Cereals,488,143,True,2024-02-16
ALERT_1561,STORE_014,SKU_Cereals_244,Beverages,133,121,True,2024-01-09
ALERT_1562,STORE_058,SKU_Snacks_781,Cereals,369,139,True,2024-10-20
ALERT_1563,STORE_043,SKU_Snacks_738,Snacks,102,116,False,2024-03-25
ALERT_1564,STORE_092,SKU_Snacks_447,Beverages,167,114,True,2024-01-18
ALERT_1565,STORE_069,SKU_Cereals_845,Snacks,492,122,True,2024-12-14
ALERT_1566,STORE_036,SKU_Cereals_201,Cereals,112,123,False,2024-09-25
ALERT_1567,STORE_090,SKU_Cereals_449,Snacks,52,87,False,2024-10-22
ALERT_1568,STORE_100,SKU_Snacks_209,Snacks,205,110,True,2024-09-24
ALERT_1569,STORE_043,SKU_Cereals_166,Cereals,219,93,True,2024-12-18
ALERT_1570,STORE_042,SKU_Cereals_872,Cereals,386,101,True,2024-11-20
ALERT_1571,STORE_082,SKU_Beverages_109,Beverages,279,117,True,2024-04-05
ALERT_1572,STORE_089,SKU_Beverages_288,Cereals,472,91,True,2024-07-11
ALERT_1573,STORE_091,SKU_Snacks_195,Snacks,51,141,False,2024-07-01
ALERT_1574,STORE_027,SKU_Cereals_657,Beverages,272,122,True,2024-12-21
ALERT_1575,STORE_033,SKU_Cereals_804,Cereals,378,105,True,2024-06-08
ALERT_1576,STORE_076,SKU_Snacks_968,Snacks,386,129,True,2024-03-12
ALERT_1577,STORE_037,SKU_Snacks_495,Beverages,205,107,True,2024-09-12
ALERT_1578,STORE_004,SKU_Beverages_466,Beverages,284,121,True,2024-02-28
ALERT_1579,STORE_046,SKU_Snacks_601,Cereals,462,119,True,2024-06-04
ALERT_1580,STORE_032,SKU_Beverages_480,Cereals,188,118,True,2024-07-20
ALERT_1581,STORE_012,SKU_Snacks_118,Cereals,288,133,True,2024-04-28
ALERT_1582,STORE_046,SKU_Beverages_106,Cereals,160,91,True,2024-09-25
ALERT_1583,STORE_042,SKU_Snacks_927,Cereals,413,130,True,2024-08-30
ALERT_1584,STORE_011,SKU_Cereals_891,Snacks,367,113,True,2024-03-01
ALERT_1585,STORE_055,SKU_Beverages_179,Beverages,283,145,True,2024-02-06
ALERT_1586,STORE_087,SKU_Cereals_410,Snacks,485,136,True,2024-09-06
ALERT_1587,STORE_031,SKU_Beverages_393,Cereals,80,131,False,2024-05-26
ALERT_1588,STORE_032,SKU_Beverages_372,Cereals,87,101,False,2024-01-26
ALERT_1589,STORE_078,SKU_Cereals_486,Cereals,60,95,False,2024-07-24
ALERT_1590,STORE_082,SKU_Cereals_968,Snacks,94,142,False,2024-03-25
ALERT_1591,STORE_048,SKU_Snacks_884,Beverages,116,97,True,2024-08-19
ALERT_1592,STORE_083,SKU_Snacks_616,Cereals,427,107,True,2024-08-23
