promotion_id,sku_id,category,start_date,end_date,discount_percentage,region,store_format,sales_uplift_units,roi_percentage
PROMO_2024_1647,SKU_Dairy_375,Frozen,2024-04-24,2024-05-01,26.7,West,Online,2293,12.5
PROMO_2024_1648,SKU_Cereals_275,Cereals,2024-08-11,2024-08-18,21.2,North,Express,2452,18.0
PROMO_2024_1649,SKU_Cereals_798,Beverages,2024-03-16,2024-03-23,11.3,East,Online,1532,19.2
PROMO_2024_1650,SKU_Frozen_602,Dairy,2024-01-15,2024-01-22,24.1,South,Express,1381,14.9
PROMO_2024_1651,SKU_Frozen_813,Beverages,2024-06-07,2024-06-14,16.6,West,Hypermarket,2710,19.7
PROMO_2024_1652,SKU_Beverages_983,Cereals,2024-10-27,2024-11-03,29.4,North,Online,1967,13.8
PROMO_2024_1653,SKU_Frozen_165,Frozen,2024-02-06,2024-02-13,18.3,South,Online,1297,8.7
PROMO_2024_1654,SKU_Snacks_955,Snacks,2024-11-03,2024-11-10,10.6,West,Online,989,10.0
PROMO_2024_1655,SKU_Dairy_687,Dairy,2024-02-18,2024-02-25,26.1,West,Online,2443,7.1
PROMO_2024_1656,SKU_Snacks_198,Beverages,2024-06-24,2024-07-01,17.1,West,Express,2546,6.4
PROMO_2024_1657,SKU_Dairy_305,Snacks,2024-05-13,2024-05-20,17.0,North,Express,2350,16.3
PROMO_2024_1658,SKU_Beverages_120,Frozen,2024-09-25,2024-10-02,11.2,North,Online,2028,6.4
PROMO_2024_1659,SKU_Frozen_112,Cereals,2024-01-01,2024-01-08,16.5,East,Hypermarket,2826,13.5
PROMO_2024_1660,SKU_Snacks_293,Frozen,2024-02-05,2024-02-12,20.0,South,Express,897,18.1
PROMO_2024_1661,SKU_Frozen_483,Frozen,2024-03-20,2024-03-27,13.5,West,Online,1227,12.6
PROMO_2024_1662,SKU_Cereals_737,Cereals,2024-08-15,2024-08-22,28.7,North,Express,1693,6.6
PROMO_2024_1663,SKU_Snacks_704,Frozen,2024-12-15,2024-12-22,13.3,North,Express,1291,14.1
PROMO_2024_1664,SKU_Beverages_565,Frozen,2024-11-09,2024-11-16,26.6,West,Hypermarket,2771,6.0
PROMO_2024_1665,SKU_Beverages_244,Snacks,2024-05-06,2024-05-13,29.2,West,Hypermarket,2155,5.6
PROMO_2024_1666,SKU_Dairy_930,Frozen,2024-01-31,2024-02-07,12.0,North,Online,1812,18.7
PROMO_2024_1667,SKU_Frozen_819,Frozen,2024-10-15,2024-10-22,20.4,South,Express,1812,7.0
PROMO_2024_1668,SKU_Beverages_741,Dairy,2024-04-11,2024-04-18,18.1,West,Hypermarket,2508,5.4
PROMO_2024_1669,SKU_Beverages_674,Dairy,2024-02-23,2024-03-01,22.2,East,Express,1676,16.6
PROMO_2024_1670,SKU_Cereals_640,Cereals,2024-12-23,2024-12-30,13.8,North,Express,2906,16.2
PROMO_2024_1671,SKU_Frozen_277,Beverages,2024-10-19,2024-10-26,24.8,North,Hypermarket,1740,10.8
PROMO_2024_1672,SKU_Frozen_153,Dairy,2024-06-29,2024-07-06,24.8,South,Online,2018,15.2
PROMO_2024_1673,SKU_Snacks_201,Dairy,2024-01-23,2024-01-30,29.0,South,Online,1811,6.1
PROMO_2024_1674,SKU_Dairy_311,Frozen,2024-04-14,2024-04-21,22.8,North,Hypermarket,2062,8.1
PROMO_2024_1675,SKU_Cereals_397,Cereals,2024-12-18,2024-12-25,28.1,East,Hypermarket,2097,17.4
PROMO_2024_1676,SKU_Dairy_145,Snacks,2024-07-09,2024-07-16,12.8,South,Online,1557,18.2
PROMO_2024_1677,SKU_Frozen_827,Beverages,2024-08-04,2024-08-11,14.1,East,Express,541,11.2
PROMO_2024_1678,SKU_Dairy_384,Snacks,2024-07-30,2024-08-06,26.3,West,Express,2958,5.2
PROMO_2024_1679,SKU_Dairy_142,Dairy,2024-12-20,2024-12-27,12.6,South,Hypermarket,968,6.7
PROMO_2024_1680,SKU_Cereals_287,Frozen,2024-09-07,2024-09-14,16.5,East,Online,2131,9.3
PROMO_2024_1681,SKU_Beverages_976,Frozen,2024-05-26,2024-06-02,15.2,North,Express,1327,19.3
PROMO_2024_1682,SKU_Dairy_305,Snacks,2024-10-11,2024-10-18,20.4,North,Express,2461,6.6
PROMO_2024_1683,SKU_Cereals_953,Dairy,2024-04-27,2024-05-04,13.7,North,Hypermarket,2285,14.2
PROMO_2024_1684,SKU_Snacks_552,Frozen,2024-08-12,2024-08-19,25.4,South,Hypermarket,1802,5.7
PROMO_2024_1685,SKU_Snacks_449,Beverages,2024-01-08,2024-01-15,28.4,East,Express,1321,18.5
PROMO_2024_1686,SKU_Dairy_489,Snacks,2024-01-29,2024-02-05,28.9,North,Hypermarket,1253,14.4
PROMO_2024_1687,SKU_Dairy_125,Dairy,2024-06-20,2024-06-27,11.4,South,Online,2664,9.3
PROMO_2024_1688,SKU_Snacks_660,Beverages,2024-03-23,2024-03-30,11.1,North,Express,2621,13.0
PROMO_2024_1689,SKU_Snacks_841,Beverages,2024-11-12,2024-11-19,17.4,South,Hypermarket,1457,5.1
PROMO_2024_1690,SKU_Frozen_159,Dairy,2024-01-02,2024-01-09,25.4,North,Hypermarket,644,13.5
PROMO_2024_1691,SKU_Cereals_764,Dairy,2024-02-07,2024-02-14,28.7,West,Express,2084,11.7
PROMO_2024_1692,SKU_Dairy_727,Beverages,2024-05-01,2024-05-08,16.9,West,Express,1127,11.8
PROMO_2024_1693,SKU_Snacks_247,Beverages,2024-07-03,2024-07-10,22.7,South,Express,1553,18.2
PROMO_2024_1694,SKU_Cereals_542,Beverages,2024-07-07,2024-07-14,12.9,West,Express,2717,17.8
PROMO_2024_1695,SKU_Snacks_960,Beverages,2024-07-24,2024-07-31,14.2,West,Express,2211,11.9
PROMO_2024_1696,SKU_Dairy_497,Dairy,2024-08-19,2024-08-26,17.3,East,Online,2133,7.0
PROMO_2024_1697,SKU_Snacks_351,Snacks,2024-09-28,2024-10-05,24.3,South,Online,1988,18.5
PROMO_2024_1698,SKU_Dairy_483,Beverages,2024-10-07,2024-10-14,14.3,South,Express,945,13.1
PROMO_2024_1699,SKU_Beverages_952,Frozen,2024-08-19,2024-08-26,18.2,South,Hypermarket,1883,13.3
PROMO_2024_1700,SKU_Dairy_629,Dairy,2024-03-21,2024-03-28,13.6,West,Hypermarket,1345,10.8
PROMO_2024_1701,SKU_Snacks_379,Frozen,2024-12-07,2024-12-14,25.4,West,Online,1310,7.3
PROMO_2024_1702,SKU_Dairy_351,Snacks,2024-06-11,2024-06-18,25.3,West,Express,3000,19.0
PROMO_2024_1703,SKU_Frozen_852,Cereals,2024-11-09,2024-11-16,23.5,North,Hypermarket,587,5.1
PROMO_2024_1704,SKU_Beverages_973,Cereals,2024-01-28,2024-02-04,16.3,East,Hypermarket,1116,19.4
PROMO_2024_1705,SKU_Cereals_471,Frozen,2024-06-06,2024-06-13,28.2,West,Express,1886,15.6
PROMO_2024_1706,SKU_Beverages_203,Frozen,2024-05-28,2024-06-04,13.2,South,Hypermarket,2200,6.8
PROMO_2024_1707,SKU_Dairy_262,Frozen,2024-11-12,2024-11-19,21.0,West,Online,1651,15.3
PROMO_2024_1708,SKU_Cereals_779,Snacks,2024-05-07,2024-05-14,28.2,North,Hypermarket,1055,18.2
PROMO_2024_1709,SKU_Dairy_588,Snacks,2024-08-30,2024-09-06,25.3,East,Express,2895,13.6
PROMO_2024_1710,SKU_Cereals_603,Frozen,2024-08-17,2024-08-24,16.9,East,Hypermarket,2015,6.0
PROMO_2024_1711,SKU_Frozen_407,Dairy,2024-03-10,2024-03-17,28.3,North,Online,1307,19.4
PROMO_2024_1712,SKU_Beverages_828,Cereals,2024-06-13,2024-06-20,17.1,West,Hypermarket,2917,11.3
PROMO_2024_1713,SKU_Beverages_971,Beverages,2024-03-27,2024-04-03,13.8,East,Online,596,12.3
PROMO_2024_1714,SKU_Cereals_764,Snacks,2024-03-26,2024-04-02,24.0,East,Express,2273,10.1
PROMO_2024_1715,SKU_Dairy_775,Cereals,2024-05-19,2024-05-26,16.7,North,Hypermarket,543,16.0
PROMO_2024_1716,SKU_Beverages_489,Snacks,2024-01-10,2024-01-17,28.1,West,Express,647,15.4
PROMO_2024_1717,SKU_Dairy_443,Beverages,2024-05-18,2024-05-25,26.1,West,Express,1901,7.0
PROMO_2024_1718,SKU_Beverages_665,Snacks,2024-06-26,2024-07-03,19.8,East,Hypermarket,2342,18.8
PROMO_2024_1719,SKU_Beverages_982,Frozen,2024-02-13,2024-02-20,27.9,North,Hypermarket,938,8.6
PROMO_2024_1720,SKU_Beverages_166,Snacks,2024-03-31,2024-04-07,21.4,South,Hypermarket,808,5.1
PROMO_2024_1721,SKU_Beverages_991,Frozen,2024-01-07,2024-01-14,11.4,West,Online,1855,16.8
PROMO_2024_1722,SKU_Frozen_224,Cereals,2024-02-24,2024-03-02,24.1,South,Online,832,7.8
PROMO_2024_1723,SKU_Cereals_543,Snacks,2024-02-16,2024-02-23,14.2,North,Express,1812,14.4
PROMO_2024_1724,SKU_Dairy_937,Snacks,2024-04-08,2024-04-15,24.2,West,Online,1262,12.0
PROMO_2024_1725,SKU_Frozen_985,Cereals,2024-12-12,2024-12-19,18.9,North,Hypermarket,1220,19.6
PROMO_2024_1726,SKU_Snacks_999,Frozen,2024-05-14,2024-05-21,21.5,South,Online,1007,15.5
PROMO_2024_1727,SKU_Snacks_291,Beverages,2024-02-08,2024-02-15,25.1,South,Hypermarket,2116,14.5
PROMO_2024_1728,SKU_Beverages_715,Dairy,2024-10-30,2024-11-06,20.1,East,Hypermarket,2247,8.8
PROMO_2024_1729,SKU_Snacks_643,Cereals,2024-06-25,2024-07-02,23.1,East,Express,1160,6.0
PROMO_2024_1730,SKU_Dairy_452,Cereals,2024-02-02,2024-02-09,22.4,West,Hypermarket,2326,5.2
PROMO_2024_1731,SKU_Cereals_426,Frozen,2024-12-11,2024-12-18,25.4,East,Online,2980,15.2
PROMO_2024_1732,SKU_Frozen_368,Beverages,2024-02-03,2024-02-10,19.0,West,Express,2546,9.5
PROMO_2024_1733,SKU_Beverages_659,Snacks,2024-09-07,2024-09-14,14.6,South,Hypermarket,1945,11.1
PROMO_2024_1734,SKU_Beverages_915,Dairy,2024-08-24,2024-08-31,19.3,West,Express,1125,7.1
PROMO_2024_1735,SKU_Dairy_125,Snacks,2024-07-16,2024-07-23,25.8,West,Online,1111,11.0
PROMO_2024_1736,SKU_Dairy_910,Snacks,2024-01-08,2024-01-15,13.0,South,Hypermarket,888,5.2
PROMO_2024_1737,SKU_Snacks_377,Beverages,2024-08-29,2024-09-05,14.0,West,Express,1148,9.6
PROMO_2024_1738,SKU_Beverages_333,Snacks,2024-10-08,2024-10-15,19.7,West,Express,2282,19.2
PROMO_2024_1739,SKU_Dairy_781,Cereals,2024-03-22,2024-03-29,17.1,North,Hypermarket,1824,15.6
PROMO_2024_1740,SKU_Beverages_244,Snacks,2024-11-07,2024-11-14,20.4,West,Hypermarket,2205,12.4
PROMO_2024_1741,SKU_Snacks_446,Beverages,2024-06-06,2024-06-13,23.7,West,Online,999,14.0
PROMO_2024_1742,SKU_Beverages_449,Beverages,2024-09-28,2024-10-05,26.1,South,Express,2815,19.6
PROMO_2024_1743,SKU_Cereals_557,Beverages,2024-02-02,2024-02-09,18.3,South,Express,1456,18.7
PROMO_2024_1744,SKU_Dairy_905,Beverages,2024-06-09,2024-06-16,21.1,East,Online,1296,18.5
PROMO_2024_1745,SKU_Frozen_334,Frozen,2024-06-13,2024-06-20,22.2,South,Express,2807,12.0
PROMO_2024_1746,SKU_Beverages_623,Cereals,2024-01-10,2024-01-17,17.7,South,Online,1817,6.2
PROMO_2024_1747,SKU_Dairy_717,Beverages,2024-09-08,2024-09-15,11.3,West,Hypermarket,1631,15.7
PROMO_2024_1748,SKU_Cereals_585,Snacks,2024-07-05,2024-07-12,14.5,North,Express,1958,17.4
PROMO_2024_1749,SKU_Frozen_249,Beverages,2024-09-04,2024-09-11,29.1,West,Express,2977,18.2
PROMO_2024_1750,SKU_Snacks_711,Frozen,2024-04-12,2024-04-19,12.4,North,Online,1298,12.9
PROMO_2024_1751,SKU_Beverages_354,Dairy,2024-09-15,2024-09-22,18.5,North,Express,1569,8.1
PROMO_2024_1752,SKU_Cereals_129,Dairy,2024-05-31,2024-06-07,11.6,West,Hypermarket,2329,14.4
PROMO_2024_1753,SKU_Snacks_708,Dairy,2024-10-11,2024-10-18,25.2,North,Express,2367,9.1
PROMO_2024_1754,SKU_Frozen_564,Beverages,2024-12-27,2025-01-03,13.3,South,Express,569,6.9
PROMO_2024_1755,SKU_Frozen_588,Beverages,2024-06-16,2024-06-23,12.8,West,Online,604,14.4
PROMO_2024_1756,SKU_Beverages_505,Snacks,2024-11-26,2024-12-03,16.5,North,Online,1658,9.9
PROMO_2024_1757,SKU_Cereals_623,Cereals,2024-10-18,2024-10-25,24.5,South,Express,761,18.9
PROMO_2024_1758,SKU_Snacks_204,Frozen,2024-03-12,2024-03-19,13.3,South,Hypermarket,1975,19.6
PROMO_2024_1759,SKU_Cereals_522,Beverages,2024-06-22,2024-06-29,25.0,West,Express,2732,5.9
PROMO_2024_1760,SKU_Dairy_811,Snacks,2024-08-01,2024-08-08,21.0,North,Hypermarket,2337,7.4
PROMO_2024_1761,SKU_Snacks_345,Cereals,2024-05-13,2024-05-20,22.9,North,Hypermarket,1423,12.2
PROMO_2024_1762,SKU_Snacks_876,Snacks,2024-01-22,2024-01-29,29.0,South,Online,1808,9.8
PROMO_2024_1763,SKU_Dairy_119,Frozen,2024-11-20,2024-11-27,25.3,West,Hypermarket,2199,13.3
PROMO_2024_1764,SKU_Snacks_703,Cereals,2024-01-21,2024-01-28,14.2,West,Hypermarket,1931,15.5
PROMO_2024_1765,SKU_Beverages_621,Snacks,2024-10-24,2024-10-31,17.9,South,Online,530,18.7
PROMO_2024_1766,SKU_Beverages_372,Frozen,2024-11-14,2024-11-21,17.5,West,Hypermarket,1325,16.3
PROMO_2024_1767,SKU_Beverages_300,Beverages,2024-05-11,2024-05-18,28.0,West,Hypermarket,1668,11.8
PROMO_2024_1768,SKU_Frozen_767,Frozen,2024-08-16,2024-08-23,25.4,South,Hypermarket,961,5.6
PROMO_2024_1769,SKU_Snacks_304,Frozen,2024-02-24,2024-03-02,24.7,East,Online,1377,18.3
PROMO_2024_1770,SKU_Beverages_574,Cereals,2024-06-04,2024-06-11,23.0,South,Online,1533,8.3
PROMO_2024_1771,SKU_Beverages_112,Snacks,2024-01-13,2024-01-20,26.6,East,Hypermarket,2546,19.2
PROMO_2024_1772,SKU_Beverages_568,Dairy,2024-07-17,2024-07-24,22.0,South,Express,2466,13.4
PROMO_2024_1773,SKU_Snacks_179,Frozen,2024-05-26,2024-06-02,12.1,North,Hypermarket,704,17.9
PROMO_2024_1774,SKU_Cereals_410,Dairy,2024-05-20,2024-05-27,17.6,South,Hypermarket,719,10.5
PROMO_2024_1775,SKU_Snacks_533,Beverages,2024-11-26,2024-12-03,11.5,West,Online,591,9.5
PROMO_2024_1776,SKU_Cereals_409,Snacks,2024-01-18,2024-01-25,15.3,South,Hypermarket,624,18.2
PROMO_2024_1777,SKU_Snacks_114,Cereals,2024-08-31,2024-09-07,11.7,South,Express,2874,15.4
PROMO_2024_1778,SKU_Beverages_123,Frozen,2024-05-19,2024-05-26,19.6,South,Hypermarket,766,11.0
PROMO_2024_1779,SKU_Cereals_138,Dairy,2024-07-12,2024-07-19,18.6,West,Express,1216,19.6
PROMO_2024_1780,SKU_Cereals_772,Cereals,2024-10-22,2024-10-29,29.2,East,Online,1653,15.8
PROMO_2024_1781,SKU_Beverages_124,Beverages,2024-04-13,2024-04-20,29.3,South,Hypermarket,2334,17.2
PROMO_2024_1782,SKU_Cereals_994,Frozen,2024-11-28,2024-12-05,26.7,West,Online,2501,16.9
PROMO_2024_1783,SKU_Beverages_472,Cereals,2024-01-25,2024-02-01,22.0,West,Express,2730,7.5
PROMO_2024_1784,SKU_Beverages_843,Frozen,2024-12-03,2024-12-10,20.8,East,Online,1920,11.1
PROMO_2024_1785,SKU_Dairy_481,Dairy,2024-10-24,2024-10-31,29.7,East,Hypermarket,2525,15.1
PROMO_2024_1786,SKU_Beverages_542,Cereals,2024-07-27,2024-08-03,22.0,South,Express,1969,14.7
PROMO_2024_1787,SKU_Frozen_982,Snacks,2024-08-18,2024-08-25,27.8,East,Online,1094,14.0
PROMO_2024_1788,SKU_Snacks_971,Frozen,2024-10-03,2024-10-10,12.8,South,Online,2123,6.2
PROMO_2024_1789,SKU_Cereals_613,Frozen,2024-08-02,2024-08-09,10.8,North,Online,516,8.8
PROMO_2024_1790,SKU_Snacks_857,Snacks,2024-10-08,2024-10-15,23.7,East,Express,978,9.9
PROMO_2024_1791,SKU_Frozen_504,Frozen,2024-07-10,2024-07-17,23.1,West,Hypermarket,2863,10.3
PROMO_2024_1792,SKU_Cereals_331,Dairy,2024-07-27,2024-08-03,13.1,South,Online,502,18.4
PROMO_2024_1793,SKU_Cereals_607,Snacks,2024-09-15,2024-09-22,28.3,East,Hypermarket,2163,9.5
PROMO_2024_1794,SKU_Frozen_753,Cereals,2024-04-17,2024-04-24,29.0,South,Hypermarket,566,5.5
PROMO_2024_1795,SKU_Snacks_290,Cereals,2024-03-02,2024-03-09,11.3,West,Hypermarket,2228,19.2
PROMO_2024_1796,SKU_Dairy_110,Frozen,2024-12-04,2024-12-11,16.0,West,Express,1353,9.6
PROMO_2024_1797,SKU_Frozen_589,Frozen,2024-11-13,2024-11-20,21.9,West,Hypermarket,2547,9.8
PROMO_2024_1798,SKU_Beverages_817,Dairy,2024-01-16,2024-01-23,27.2,West,Online,901,11.3
PROMO_2024_1799,SKU_Frozen_459,Dairy,2024-10-27,2024-11-03,29.9,West,Hypermarket,2496,16.4
PROMO_2024_1800,SKU_Dairy_358,Frozen,2024-02-14,2024-02-21,11.8,South,Online,885,11.8
PROMO_2024_1801,SKU_Snacks_718,Dairy,2024-06-21,2024-06-28,10.7,East,Online,2348,8.2
PROMO_2024_1802,SKU_Cereals_110,Snacks,2024-07-29,2024-08-05,21.9,North,Online,2320,6.0
PROMO_2024_1803,SKU_Dairy_381,Frozen,2024-04-02,2024-04-09,17.8,North,Express,2898,6.8
PROMO_2024_1804,SKU_Dairy_278,Dairy,2024-09-21,2024-09-28,15.9,South,Hypermarket,1689,14.0
PROMO_2024_1805,SKU_Cereals_803,Snacks,2024-08-06,2024-08-13,29.4,North,Hypermarket,2474,12.3
PROMO_2024_1806,SKU_Dairy_894,Snacks,2024-01-03,2024-01-10,25.4,North,Express,1248,8.4
PROMO_2024_1807,SKU_Frozen_965,Dairy,2024-12-15,2024-12-22,14.6,West,Online,975,6.5
PROMO_2024_1808,SKU_Snacks_858,Frozen,2024-03-12,2024-03-19,21.3,West,Express,2001,16.9
PROMO_2024_1809,SKU_Cereals_825,Frozen,2024-08-08,2024-08-15,28.0,East,Online,2726,6.6
PROMO_2024_1810,SKU_Cereals_385,Dairy,2024-08-30,2024-09-06,21.1,West,Hypermarket,766,6.3
PROMO_2024_1811,SKU_Beverages_586,Dairy,2024-12-06,2024-12-13,20.1,South,Hypermarket,995,5.4
PROMO_2024_1812,SKU_Frozen_291,Snacks,2024-02-14,2024-02-21,18.9,East,Online,1577,12.2
PROMO_2024_1813,SKU_Snacks_696,Dairy,2024-12-02,2024-12-09,12.3,North,Hypermarket,1329,7.2
PROMO_2024_1814,SKU_Dairy_111,Beverages,2024-03-09,2024-03-16,11.2,North,Hypermarket,2648,15.0
PROMO_2024_1815,SKU_Frozen_109,Beverages,2024-10-26,2024-11-02,27.6,South,Express,1498,17.9
PROMO_2024_1816,SKU_Snacks_779,Dairy,2024-04-19,2024-04-26,19.6,South,Hypermarket,1206,10.8
PROMO_2024_1817,SKU_Frozen_979,Cereals,2024-11-20,2024-11-27,12.9,South,Online,1095,17.9
PROMO_2024_1818,SKU_Dairy_625,Cereals,2024-02-04,2024-02-11,21.3,South,Online,2193,17.6
PROMO_2024_1819,SKU_Snacks_947,Beverages,2024-07-04,2024-07-11,18.1,West,Hypermarket,1812,16.7
PROMO_2024_1820,SKU_Snacks_787,Beverages,2024-01-15,2024-01-22,17.8,South,Online,1021,12.2
PROMO_2024_1821,SKU_Dairy_761,Snacks,2024-09-17,2024-09-24,14.8,East,Express,807,11.5
PROMO_2024_1822,SKU_Dairy_167,Frozen,2024-01-16,2024-01-23,11.7,South,Online,663,10.5
PROMO_2024_1823,SKU_Beverages_575,Beverages,2024-07-20,2024-07-27,16.1,East,Express,2424,12.7
PROMO_2024_1824,SKU_Frozen_811,Frozen,2024-07-16,2024-07-23,28.5,South,Express,1880,6.4
PROMO_2024_1825,SKU_Beverages_645,Frozen,2024-09-07,2024-09-14,22.3,North,Express,1598,19.0
PROMO_2024_1826,SKU_Frozen_625,Snacks,2024-05-27,2024-06-03,16.3,East,Hypermarket,2818,7.9
PROMO_2024_1827,SKU_Snacks_945,Beverages,2024-06-05,2024-06-12,20.4,West,Express,1580,14.0
PROMO_2024_1828,SKU_Snacks_886,Frozen,2024-12-08,2024-12-15,27.8,South,Online,1708,7.8
PROMO_2024_1829,SKU_Beverages_829,Frozen,2024-12-17,2024-12-24,21.1,South,Express,2882,12.8
PROMO_2024_1830,SKU_Beverages_753,Snacks,2024-03-01,2024-03-08,14.1,East,Hypermarket,2535,10.6
PROMO_2024_1831,SKU_Dairy_834,Beverages,2024-07-19,2024-07-26,28.6,West,Online,1898,7.2
PROMO_2024_1832,SKU_Cereals_358,Cereals,2024-11-06,2024-11-13,29.3,West,Hypermarket,772,7.8
PROMO_2024_1833,SKU_Dairy_565,Frozen,2024-05-10,2024-05-17,21.7,East,Online,2824,11.3
PROMO_2024_1834,SKU_Cereals_537,Dairy,2024-05-16,2024-05-23,21.9,West,Express,2084,9.7
PROMO_2024_1835,SKU_Snacks_225,Beverages,2024-03-12,2024-03-19,25.2,North,Hypermarket,787,9.2
PROMO_2024_1836,SKU_Frozen_374,Snacks,2024-10-07,2024-10-14,25.7,West,Hypermarket,663,18.4
PROMO_2024_1837,SKU_Cereals_110,Cereals,2024-10-17,2024-10-24,16.8,East,Express,2260,8.6
PROMO_2024_1838,SKU_Frozen_718,Frozen,2024-04-22,2024-04-29,25.0,East,Hypermarket,1121,5.3
PROMO_2024_1839,SKU_Beverages_880,Snacks,2024-10-26,2024-11-02,13.4,West,Hypermarket,2718,14.2
PROMO_2024_1840,SKU_Cereals_684,Frozen,2024-03-23,2024-03-30,29.6,East,Express,1010,6.4
PROMO_2024_1841,SKU_Snacks_347,Dairy,2024-07-27,2024-08-03,22.2,South,Hypermarket,1644,6.6
PROMO_2024_1842,SKU_Beverages_545,Frozen,2024-05-02,2024-05-09,27.2,West,Express,1374,8.5
PROMO_2024_1843,SKU_Dairy_829,Dairy,2024-02-11,2024-02-18,18.9,West,Online,2057,5.3
PROMO_2024_1844,SKU_Snacks_789,Dairy,2024-05-19,2024-05-26,18.7,East,Express,584,12.5
PROMO_2024_1845,SKU_Dairy_958,Dairy,2024-11-11,2024-11-18,22.1,East,Hypermarket,816,14.0
PROMO_2024_1846,SKU_Dairy_272,Dairy,2024-12-23,2024-12-30,14.1,East,Express,2159,9.1
PROMO_2024_1847,SKU_Snacks_488,Frozen,2024-05-28,2024-06-04,27.6,North,Online,2807,8.7
PROMO_2024_1848,SKU_Cereals_563,Cereals,2024-12-23,2024-12-30,17.8,East,Express,2060,5.3
PROMO_2024_1849,SKU_Dairy_534,Cereals,2024-08-11,2024-08-18,18.7,East,Hypermarket,1602,10.5
PROMO_2024_1850,SKU_Dairy_261,Snacks,2024-05-13,2024-05-20,14.4,South,Hypermarket,2062,10.5
PROMO_2024_1851,SKU_Cereals_824,Snacks,2024-04-27,2024-05-04,11.8,North,Express,824,12.9
PROMO_2024_1852,SKU_Dairy_252,Beverages,2024-05-10,2024-05-17,12.8,West,Express,1261,8.4
PROMO_2024_1853,SKU_Snacks_633,Cereals,2024-06-08,2024-06-15,14.6,North,Online,713,13.6
PROMO_2024_1854,SKU_Beverages_661,Dairy,2024-03-31,2024-04-07,28.8,South,Hypermarket,570,17.1
PROMO_2024_1855,SKU_Frozen_829,Cereals,2024-04-10,2024-04-17,11.3,North,Express,1232,13.0
PROMO_2024_1856,SKU_Frozen_879,Beverages,2024-08-24,2024-08-31,24.5,South,Online,1265,8.7
PROMO_2024_1857,SKU_Beverages_975,Snacks,2024-01-05,2024-01-12,25.3,North,Online,2566,18.4
PROMO_2024_1858,SKU_Snacks_271,Cereals,2024-07-20,2024-07-27,19.4,South,Hypermarket,2994,17.5
PROMO_2024_1859,SKU_Beverages_573,Snacks,2024-10-20,2024-10-27,19.1,North,Online,1516,7.4
PROMO_2024_1860,SKU_Cereals_168,Dairy,2024-11-06,2024-11-13,12.7,East,Express,2666,17.0
PROMO_2024_1861,SKU_Dairy_663,Frozen,2024-12-12,2024-12-19,24.5,West,Online,2628,10.3
PROMO_2024_1862,SKU_Frozen_835,Dairy,2024-11-06,2024-11-13,25.0,West,Hypermarket,2560,17.9
PROMO_2024_1863,SKU_Cereals_311,Cereals,2024-03-05,2024-03-12,22.0,East,Express,973,14.1
PROMO_2024_1864,SKU_Dairy_484,Beverages,2024-07-30,2024-08-06,17.5,East,Express,1313,16.3
PROMO_2024_1865,SKU_Dairy_893,Snacks,2024-04-20,2024-04-27,19.0,South,Online,1736,10.9
PROMO_2024_1866,SKU_Cereals_332,Dairy,2024-03-13,2024-03-20,15.1,West,Express,2405,10.6
PROMO_2024_1867,SKU_Dairy_233,Dairy,2024-04-14,2024-04-21,29.2,South,Hypermarket,914,9.4
PROMO_2024_1868,SKU_Beverages_576,Dairy,2024-01-28,2024-02-04,27.7,West,Hypermarket,2950,9.4
PROMO_2024_1869,SKU_Frozen_588,Cereals,2024-09-19,2024-09-26,28.7,West,Hypermarket,1943,10.0
PROMO_2024_1870,SKU_Frozen_269,Cereals,2024-06-07,2024-06-14,29.8,South,Online,2800,9.0
PROMO_2024_1871,SKU_Frozen_323,Frozen,2024-01-13,2024-01-20,17.4,West,Express,1868,17.0
PROMO_2024_1872,SKU_Beverages_736,Beverages,2024-08-23,2024-08-30,15.7,North,Online,2898,6.8
PROMO_2024_1873,SKU_Dairy_543,Frozen,2024-08-12,2024-08-19,10.7,North,Hypermarket,2047,10.0
PROMO_2024_1874,SKU_Dairy_849,Beverages,2024-12-31,2025-01-07,12.9,South,Hypermarket,2072,9.1
PROMO_2024_1875,SKU_Cereals_145,Beverages,2024-04-22,2024-04-29,10.2,South,Hypermarket,2213,13.5
PROMO_2024_1876,SKU_Snacks_537,Frozen,2024-08-01,2024-08-08,21.4,South,Hypermarket,771,7.5
PROMO_2024_1877,SKU_Beverages_844,Dairy,2024-01-20,2024-01-27,25.7,South,Express,1178,18.9
PROMO_2024_1878,SKU_Cereals_181,Dairy,2024-09-09,2024-09-16,26.2,East,Online,2024,17.8
PROMO_2024_1879,SKU_Frozen_671,Frozen,2024-05-12,2024-05-19,27.8,East,Online,1837,12.9
PROMO_2024_1880,SKU_Frozen_632,Beverages,2024-12-07,2024-12-14,26.1,South,Hypermarket,591,11.5
PROMO_2024_1881,SKU_Beverages_621,Beverages,2024-05-19,2024-05-26,20.0,West,Hypermarket,2923,9.5
PROMO_2024_1882,SKU_Cereals_943,Snacks,2024-05-11,2024-05-18,21.1,South,Hypermarket,2401,18.6
PROMO_2024_1883,SKU_Frozen_617,Beverages,2024-02-20,2024-02-27,18.3,West,Express,2820,10.0
PROMO_2024_1884,SKU_Snacks_266,Frozen,2024-02-11,2024-02-18,19.6,North,Express,733,11.5
PROMO_2024_1885,SKU_Snacks_524,Dairy,2024-08-09,2024-08-16,29.6,East,Express,984,9.6
